Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Zfp462	ENSMUST00000098070.4	zinc finger protein 462 	1168	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.15	-0.16	0.87	2009, 2011
Dhx57	ENSMUST00000086555.4	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57 	146	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p	-0.15	-0.15	0.55	2005, 2007, 2009, 2011
Hnrnpa1	ENSMUST00000036004.10	heterogeneous nuclear ribonucleoprotein A1 	1956	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.15	-0.17	0.54	
Otof	ENSMUST00000074171.7	otoferlin 	10	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.15	-0.15	ORF	
Grin3a	ENSMUST00000093859.5	glutamate receptor ionotropic, NMDA3A 	10	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p	-0.14	-0.14	0.84	2005, 2007
Rgs9bp	ENSMUST00000069912.5	regulator of G-protein signalling 9 binding protein 	25	1	0	0	1	0	0	0	0	2	mmu-let-7d-5p	-0.14	-0.16	0.68	2009, 2011
Nat8l	ENSMUST00000056355.8	N-acetyltransferase 8-like 	183	1	0	1	0	0	0	0	0	1	mmu-let-7f-5p	-0.14	-0.33	0.95	2009, 2011
BC030336	ENSMUST00000060175.6	cDNA sequence BC030336 	59	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.14	-0.24	0.92	2011
Cbx5	ENSMUST00000118152.2	chromobox 5 	1766	2	1	1	0	1	0	0	1	0	mmu-let-7d-5p	-0.14	-0.69	> 0.99	2009, 2011
Cmah	ENSMUST00000167746.2	cytidine monophospho-N-acetylneuraminic acid hydroxylase 	408	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.14	-0.15	0.31	2009, 2011
Prkab2	ENSMUST00000045743.7	protein kinase, AMP-activated, beta 2 non-catalytic subunit 	1595	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.14	-0.15	0.47	2005, 2007, 2009, 2011
Slc31a1	ENSMUST00000122092.1	solute carrier family 31, member 1 	2201	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.14	-0.39	0.92	2007, 2009, 2011
Chst3	ENSMUST00000135158.3	carbohydrate (chondroitin 6/keratan) sulfotransferase 3 	10	1	0	0	1	0	0	0	0	0	mmu-let-7c-5p	-0.14	-0.23	0.87	2005, 2007, 2009, 2011
Srek1	ENSMUST00000074616.5	splicing regulatory glutamine/lysine-rich protein 1 	641	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.14	-0.23	0.94	2007, 2009, 2011
Tmprss2	ENSMUST00000000395.6	transmembrane protease, serine 2 	106	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.14	-0.42	0.54	2005, 2007, 2009, 2011
Tnik	ENSMUST00000159236.3	TRAF2 and NCK interacting kinase 	209	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.14	-0.24	0.96	2011
Egr3	ENSMUST00000035908.1	early growth response 3 	205	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.14	-0.14	0.26	2005, 2007
Prdm11	ENSMUST00000111274.2	PR domain containing 11 	40	1	0	0	1	2	0	2	0	2	mmu-let-7d-5p	-0.14	-0.17	0.72	
Dpysl3	ENSMUST00000121805.2	dihydropyrimidinase-like 3 	340	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p	-0.13	-0.20	0.66	2007
Ppp1r12b	ENSMUST00000045665.7	protein phosphatase 1, regulatory (inhibitor) subunit 12B 	2779	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.13	-0.14	0.53	2005, 2007
Tex261	ENSMUST00000014892.7	testis expressed gene 261 	1750	1	0	0	1	0	0	0	0	0	mmu-let-7f-5p	-0.13	-0.22	0.75	2005, 2007
Slk	ENSMUST00000026043.6	STE20-like kinase 	5393	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.13	-0.18	0.88	2011
Trim33	ENSMUST00000029444.7	tripartite motif-containing 33 	2625	1	0	0	1	1	0	0	1	1	mmu-let-7d-5p	-0.13	-0.25	0.63	2007, 2009, 2011
Cnot6l	ENSMUST00000155901.2	CCR4-NOT transcription complex, subunit 6-like 	632	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.13	-0.19	0.83	2007
Tomt	ENSMUST00000106969.2	transmembrane O-methyltransferase 	11	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p	-0.13	-0.31	ORF	
Dgki	ENSMUST00000101532.4	diacylglycerol kinase, iota 	6	1	0	1	0	2	0	0	2	0	mmu-let-7d-5p	-0.13	-0.30	0.67	2007, 2009, 2011
Kif21b	ENSMUST00000075164.5	kinesin family member 21B 	144	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.13	-0.14	0.97	2007, 2009, 2011
Nup155	ENSMUST00000163765.1	nucleoporin 155 	2075	2	1	1	0	0	0	0	0	0	mmu-let-7c-5p	-0.13	-0.37	0.72	2009, 2011
Poglut1	ENSMUST00000036210.6	protein O-glucosyltransferase 1 	1048	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.13	-0.17	0.78	2007, 2009, 2011
Ctif	ENSMUST00000165559.1	CBP80/20-dependent translation initiation factor 	21	1	0	1	0	1	0	1	0	0	mmu-let-7b-5p	-0.13	-0.16	0.40	2007, 2009, 2011
Nsd1	ENSMUST00000099490.2	nuclear receptor-binding SET-domain protein 1 	1937	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.13	-0.16	0.72	2009, 2011
Homer2	ENSMUST00000026922.8	homer homolog 2 (Drosophila) 	285	1	1	0	0	0	0	0	0	3	mmu-let-7d-5p	-0.13	-0.39	0.91	2005, 2011
Kmt2d	ENSMUST00000178486.3	lysine (K)-specific methyltransferase 2D 	273	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.13	-0.13	0.74	2007, 2011
Pkn2	ENSMUST00000043812.9	protein kinase N2 	374	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.13	-0.35	0.78	2007, 2011
Gm15800	ENSMUST00000119892.3	predicted gene 15800 	526	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.13	-0.13	0.74	
Prr14l	ENSMUST00000120129.3	proline rich 14-like 	620	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.12	-0.12	0.78	2009, 2011
Rasgrf2	ENSMUST00000099326.4	RAS protein-specific guanine nucleotide-releasing factor 2 	405	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.12	-0.15	0.80	2011
Abl2	ENSMUST00000166172.3	v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene) 	860	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.12	-0.12	0.94	2009, 2011
Gm17349	ENSMUST00000163472.2	predicted gene, 17349 	31	1	1	0	0	1	0	1	0	1	mmu-let-7d-5p	-0.12	-0.38	< 0.1	
Chd4	ENSMUST00000056889.9	chromodomain helicase DNA binding protein 4 	170	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.12	-0.30	0.90	2005, 2007, 2009, 2011
Garem	ENSMUST00000049260.6	GRB2 associated, regulator of MAPK1 	212	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.12	-0.22	0.93	
Otud5	ENSMUST00000033494.10	OTU domain containing 5 	808	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.12	-0.31	0.37	
Srgap3	ENSMUST00000088373.5	SLIT-ROBO Rho GTPase activating protein 3 	81	1	0	0	1	1	0	1	0	0	mmu-miR-98-5p	-0.12	-0.24	0.90	2005, 2007, 2009, 2011
Dlgap4	ENSMUST00000169464.3	discs, large homolog-associated protein 4 (Drosophila) 	623	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.12	-0.30	0.76	2005, 2009, 2011
Oxa1l	ENSMUST00000000985.5	oxidase assembly 1-like 	1457	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.12	-0.39	< 0.1	2009, 2011
Ubn2	ENSMUST00000160583.2	ubinuclein 2 	207	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.11	-0.18	0.88	2009, 2011
Scube3	ENSMUST00000043503.4	signal peptide, CUB domain, EGF-like 3 	80	1	0	1	0	0	0	0	0	0	mmu-let-7i-5p	-0.11	-0.12	0.85	2005, 2007
Napepld	ENSMUST00000115217.2	N-acyl phosphatidylethanolamine phospholipase D 	76	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.11	-0.28	0.94	2007, 2009, 2011
Eif5b	ENSMUST00000027252.7	eukaryotic translation initiation factor 5B 	574	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.11	-0.24	0.94	2009, 2011
Srr	ENSMUST00000065211.3	serine racemase 	601	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.11	-0.20	ORF	2005, 2007
Ccny	ENSMUST00000053917.4	cyclin Y 	1487	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.11	-0.36	0.95	2009, 2011
Sall3	ENSMUST00000057950.7	sal-like 3 (Drosophila) 	42	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.11	-0.45	0.94	2009, 2011
Thoc2	ENSMUST00000047037.9	THO complex 2 	657	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.11	-0.24	0.91	2007, 2009, 2011
Atxn1	ENSMUST00000180110.2	ataxin 1 	414	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.11	-0.11	0.55	2005, 2007, 2011
Thrb	ENSMUST00000091471.5	thyroid hormone receptor beta 	358	1	1	0	0	2	1	0	1	1	mmu-let-7d-5p	-0.11	-0.50	0.19	2007, 2009, 2011
Spred3	ENSMUST00000048923.6	sprouty-related, EVH1 domain containing 3 	33	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.11	-0.27	0.92	2009, 2011
Slc45a4	ENSMUST00000151288.2	solute carrier family 45, member 4 	135	1	0	1	0	1	0	1	0	0	mmu-let-7d-5p	-0.11	-0.11	0.58	2007, 2011
Fam126b	ENSMUST00000161600.2	family with sequence similarity 126, member B 	493	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.11	-0.13	< 0.1	2009, 2011
Rufy3	ENSMUST00000031229.6	RUN and FYVE domain containing 3 	17	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.10	-0.34	0.95	2007, 2009, 2011
Fstl4	ENSMUST00000036796.7	follistatin-like 4 	9	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.10	-0.24	0.96	
St8sia1	ENSMUST00000032421.3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 	150	1	0	1	0	1	0	0	1	1	mmu-let-7g-5p	-0.10	-0.39	0.93	2009, 2011
Kcnc3	ENSMUST00000107907.3	potassium voltage gated channel, Shaw-related subfamily, member 3 	68	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.10	-0.12	0.79	2009, 2011
Wdfy3	ENSMUST00000053177.8	WD repeat and FYVE domain containing 3 	1336	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.10	-0.10	0.55	2005, 2007, 2011
Msantd3	ENSMUST00000107704.1	Myb/SANT-like DNA-binding domain containing 3 	586	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	-0.10	-0.37	0.87	
Dcx	ENSMUST00000033642.4	doublecortin 	5	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.10	-0.10	0.19	2005, 2007, 2009, 2011
Sbno1	ENSMUST00000065263.6	sno, strawberry notch homolog 1 (Drosophila) 	3685	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.10	-0.14	0.94	2009, 2011
Ccdc141	ENSMUST00000049544.8	coiled-coil domain containing 141 	251	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	-0.10	-0.29	0.90	2011
Ccdc93	ENSMUST00000036025.10	coiled-coil domain containing 93 	497	1	0	1	0	1	0	1	0	0	mmu-let-7i-5p	-0.10	-0.19	0.45	2007, 2009, 2011
Rnf38	ENSMUST00000098098.3	ring finger protein 38 	90	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.10	-0.29	0.91	2005, 2007, 2009, 2011
Usp12	ENSMUST00000085614.5	ubiquitin specific peptidase 12 	30	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.10	-0.40	0.87	2009, 2011
Zfp322a	ENSMUST00000050101.3	zinc finger protein 322A 	431	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.09	-0.44	0.80	2009, 2011
Brd3	ENSMUST00000028282.9	bromodomain containing 3 	296	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.09	-0.25	0.94	2005, 2007, 2009, 2011
Xylt1	ENSMUST00000032892.5	xylosyltransferase 1 	15	1	1	0	0	1	0	1	0	1	mmu-let-7d-5p	-0.09	-0.14	0.98	2007
Dld	ENSMUST00000110857.3	dihydrolipoamide dehydrogenase 	2534	1	0	1	0	0	0	0	0	2	mmu-let-7i-5p	-0.09	-0.41	0.41	2007
Acsl6	ENSMUST00000093106.6	acyl-CoA synthetase long-chain family member 6 	49	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.09	-0.36	0.98	2005, 2007
Rnf217	ENSMUST00000081989.7	ring finger protein 217 	754	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.09	-0.34	0.88	2007, 2011
Usp47	ENSMUST00000106653.2	ubiquitin specific peptidase 47 	1481	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p	-0.09	-0.29	0.91	2007, 2009, 2011
Cecr2	ENSMUST00000112686.2	cat eye syndrome chromosome region, candidate 2 	350	1	0	0	1	0	0	0	0	0	mmu-let-7f-5p	-0.09	-0.33	0.94	2009, 2011
Braf	ENSMUST00000002487.9	Braf transforming gene 	393	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.09	-0.10	0.29	2009, 2011
Cgnl1	ENSMUST00000121322.2	cingulin-like 1 	128	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.09	-0.10	0.54	2005, 2007, 2009, 2011
Ubfd1	ENSMUST00000033158.4	ubiquitin family domain containing 1 	2965	1	0	0	1	2	0	1	1	0	mmu-let-7d-5p	-0.09	-0.31	0.78	2007, 2009, 2011
Ptchd4	ENSMUST00000048691.4	patched domain containing 4 	25	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.09	-0.17	0.98	
Rsf1	ENSMUST00000042399.8	remodeling and spacing factor 1 	388	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p	-0.08	-0.20	0.53	2011
Rab3gap2	ENSMUST00000069652.6	RAB3 GTPase activating protein subunit 2 	675	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.08	-0.27	0.94	2011
Ahctf1	ENSMUST00000027768.8	AT hook containing transcription factor 1 	1253	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.08	-0.34	0.34	2007, 2009, 2011
Msi2	ENSMUST00000107909.2	musashi RNA-binding protein 2 	510	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.08	-0.23	0.90	2009, 2011
Epc2	ENSMUST00000092123.5	enhancer of polycomb homolog 2 (Drosophila) 	537	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.08	-0.23	0.11	
Golga7b	ENSMUST00000122375.2	golgi autoantigen, golgin subfamily a, 7B 	131	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.08	-0.13	< 0.1	2007, 2009, 2011
Ncor1	ENSMUST00000018645.7	nuclear receptor co-repressor 1 	783	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p	-0.08	-0.15	0.84	2009, 2011
Gramd1b	ENSMUST00000121357.2	GRAM domain containing 1B 	86	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.08	-0.16	0.74	
Gsg1l	ENSMUST00000073935.5	GSG1-like 	46	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.08	-0.19	0.25	2009, 2011
Stat3	ENSMUST00000103114.2	signal transducer and activator of transcription 3 	1173	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	-0.08	-0.08	< 0.1	2005, 2007, 2009, 2011
Lrrc58	ENSMUST00000078717.6	leucine rich repeat containing 58 	92	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.07	-0.29	0.97	2009, 2011
D630045J12Rik	ENSMUST00000117556.2	RIKEN cDNA D630045J12 gene 	244	1	0	1	0	1	0	0	1	2	mmu-let-7d-5p	-0.07	-0.27	0.94	2011
Fam104a	ENSMUST00000120194.1	family with sequence similarity 104, member A 	631	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.07	-0.34	0.93	2007, 2009, 2011
Yy1	ENSMUST00000021692.7	YY1 transcription factor 	3503	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.07	-0.28	0.94	
Wipi2	ENSMUST00000036872.10	WD repeat domain, phosphoinositide interacting 2 	1747	1	1	0	0	0	0	0	0	0	mmu-let-7g-5p	-0.07	-0.14	0.16	
Heatr5b	ENSMUST00000097281.2	HEAT repeat containing 5B 	188	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.07	-0.11	0.66	
Rab30	ENSMUST00000032879.8	RAB30, member RAS oncogene family 	202	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.07	-0.18	0.75	
Vcpip1	ENSMUST00000057438.6	valosin containing protein (p97)/p47 complex interacting protein 1 	1069	1	0	0	1	0	0	0	0	1	mmu-miR-98-5p	-0.07	-0.09	0.62	2005, 2007
Col5a2	ENSMUST00000086430.4	collagen, type V, alpha 2 	1978	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.07	-0.35	0.97	2005, 2007, 2009, 2011
Atg4b	ENSMUST00000027502.10	autophagy related 4B, cysteine peptidase 	1069	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.07	-0.26	0.53	2007, 2009, 2011
Col4a3bp	ENSMUST00000077672.5	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein 	198	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.07	-0.27	0.85	2011
4931428F04Rik	ENSMUST00000171788.2	RIKEN cDNA 4931428F04 gene 	57	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.06	-0.35	0.94	2009, 2011
Kcng3	ENSMUST00000051482.1	potassium voltage-gated channel, subfamily G, member 3 	28	1	0	0	1	2	1	1	0	1	mmu-let-7d-5p	-0.06	-0.12	0.82	
Ing3	ENSMUST00000031680.4	inhibitor of growth family, member 3 	348	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.06	-0.45	0.55	2009, 2011
Ccnf	ENSMUST00000115390.3	cyclin F 	309	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.06	-0.40	0.22	2005
Nlk	ENSMUST00000142739.2	nemo like kinase 	64	1	0	1	0	0	0	0	0	1	mmu-miR-98-5p	-0.06	-0.28	0.95	2005, 2007, 2009, 2011
Lsm11	ENSMUST00000129820.2	U7 snRNP-specific Sm-like protein LSM11 	369	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.06	-0.27	0.98	2005, 2007, 2009, 2011
Zfp281	ENSMUST00000047734.9	zinc finger protein 281 	1001	1	1	0	0	0	0	0	0	1	mmu-let-7i-5p	-0.06	-0.31	< 0.1	
Socs7	ENSMUST00000045540.3	suppressor of cytokine signaling 7 	64	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.06	-0.18	0.44	2009, 2011
Trove2	ENSMUST00000159879.1	TROVE domain family, member 2 	122	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.05	-0.20	0.78	2009, 2011
Ngly1	ENSMUST00000022310.6	N-glycanase 1 	1898	1	0	0	1	1	1	0	0	0	mmu-let-7d-5p	-0.05	-0.76	0.77	2009, 2011
Cir1	ENSMUST00000058615.9	corepressor interacting with RBPJ, 1 	11	1	0	0	1	0	0	0	0	0	mmu-let-7g-5p	-0.05	-0.17	0.62	
Bbx	ENSMUST00000138166.2	bobby sox homolog (Drosophila) 	116	2	0	1	1	0	0	0	0	0	mmu-let-7i-5p	-0.05	-0.23	0.74	2011
Agap1	ENSMUST00000027521.9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 	284	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p	-0.05	-0.23	0.94	2009, 2011
Tmod2	ENSMUST00000064433.4	tropomodulin 2 	83	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.05	-0.38	0.97	2009, 2011
Abcc5	ENSMUST00000079158.7	ATP-binding cassette, sub-family C (CFTR/MRP), member 5 	144	1	1	0	0	0	0	0	0	0	mmu-let-7g-5p	-0.05	-0.24	0.88	2005, 2007, 2009, 2011
Suv39h2	ENSMUST00000027956.3	suppressor of variegation 3-9 homolog 2 (Drosophila) 	203	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.05	-0.31	0.68	2011
Dst	ENSMUST00000097786.4	dystonin 	545	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.05	-0.22	0.87	2005, 2007, 2009, 2011
Gpc4	ENSMUST00000033450.2	glypican 4 	3830	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.05	-0.15	0.94	
Parp8	ENSMUST00000022239.6	poly (ADP-ribose) polymerase family, member 8 	323	1	1	0	0	1	0	1	0	0	mmu-let-7d-5p	-0.04	-0.42	0.97	
Ccnd1	ENSMUST00000093962.4	cyclin D1 	334	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p	-0.04	-0.25	0.94	2005, 2007, 2009, 2011
Mon2	ENSMUST00000073792.4	MON2 homolog (yeast) 	2395	1	0	0	1	2	0	2	0	1	mmu-let-7i-5p	-0.04	-0.29	0.94	2007, 2011
Tead3	ENSMUST00000154873.2	TEA domain family member 3 	190	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.04	-0.04	0.10	2005, 2007, 2009, 2011
Ccnt2	ENSMUST00000112570.1	cyclin T2 	793	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.04	-0.20	0.74	
Fgf23	ENSMUST00000000186.6	fibroblast growth factor 23 	5	1	0	1	0	0	0	0	0	1	mmu-let-7i-5p	-0.04	-0.41	0.83	2005, 2007
Hdgfrp3	ENSMUST00000107305.2	hepatoma-derived growth factor, related protein 3 	251	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.04	-0.25	0.63	2011
E130308A19Rik	ENSMUST00000070150.5	RIKEN cDNA E130308A19 gene 	224	2	0	1	1	1	0	1	0	0	mmu-let-7d-5p	-0.04	-0.47	> 0.99	
Smad2	ENSMUST00000168423.2	SMAD family member 2 	979	1	0	1	0	1	0	0	1	1	mmu-let-7d-5p	-0.04	-0.28	0.82	2007
Leprotl1	ENSMUST00000033910.8	leptin receptor overlapping transcript-like 1 	759	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.04	-0.29	0.57	2005, 2007, 2009, 2011
Cdk6	ENSMUST00000165117.2	cyclin-dependent kinase 6 	1100	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.04	-0.16	0.74	2007, 2009, 2011
Stk24	ENSMUST00000079817.7	serine/threonine kinase 24 	904	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p	-0.03	-0.22	0.94	2007, 2009, 2011
Zfp191	ENSMUST00000066497.6	zinc finger protein 191 	2139	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.03	-0.25	0.72	
Gdap2	ENSMUST00000029459.4	ganglioside-induced differentiation-associated-protein 2 	789	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p	-0.03	-0.48	0.91	2007, 2009, 2011
Pgrmc1	ENSMUST00000073339.6	progesterone receptor membrane component 1 	306	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.03	-0.30	0.89	2005, 2007, 2009, 2011
Ltn1	ENSMUST00000039449.7	listerin E3 ubiquitin protein ligase 1 	1140	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.03	-0.31	0.87	2007, 2009, 2011
Hlf	ENSMUST00000004051.7	hepatic leukemia factor 	348	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.03	-0.34	0.21	2007, 2009, 2011
Dnajb14	ENSMUST00000090178.5	DnaJ (Hsp40) homolog, subfamily B, member 14 	446	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.03	-0.21	0.94	
Chic2	ENSMUST00000075452.5	cysteine-rich hydrophobic domain 2 	492	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.03	-0.42	0.82	
Rbms2	ENSMUST00000099139.2	RNA binding motif, single stranded interacting protein 2 	1020	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.03	-0.42	0.95	2009, 2011
Slc2a2	ENSMUST00000029240.8	solute carrier family 2 (facilitated glucose transporter), member 2 	1383	1	1	0	0	0	0	0	0	1	mmu-let-7e-5p	-0.03	-0.22	0.87	
Ankrd28	ENSMUST00000014640.7	ankyrin repeat domain 28 	256	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.03	-0.21	0.82	
Fbxl22	ENSMUST00000056890.8	F-box and leucine-rich repeat protein 22 	626	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.02	-0.29	< 0.1	2009, 2011
Cdc14b	ENSMUST00000109770.1	CDC14 cell division cycle 14B 	89	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p	-0.02	-0.29	0.44	2007, 2009, 2011
Exoc5	ENSMUST00000162175.2	exocyst complex component 5 	687	1	0	1	0	1	1	0	0	1	mmu-let-7g-5p	-0.02	-0.31	0.63	2007
Fsd2	ENSMUST00000042318.5	fibronectin type III and SPRY domain containing 2 	5860	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.02	-0.23	0.84	
Usp24	ENSMUST00000094933.4	ubiquitin specific peptidase 24 	1482	1	0	1	0	0	0	0	0	0	mmu-let-7e-5p	-0.02	-0.23	0.86	2011
Mbd2	ENSMUST00000074058.5	methyl-CpG binding domain protein 2 	4576	1	1	0	0	0	0	0	0	2	mmu-let-7f-5p	-0.02	-0.39	0.88	
G630090E17Rik	ENSMUST00000095749.4	RIKEN cDNA G630090E17 gene 	785	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.02	-0.21	< 0.1	
Hand2	ENSMUST00000040104.3	heart and neural crest derivatives expressed transcript 2 	201	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p	-0.02	-0.37	0.74	2007
Mettl11b	ENSMUST00000159679.2	methyltransferase like 11B 	83	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.02	-0.43	0.94	
Frem2	ENSMUST00000091137.4	Fras1 related extracellular matrix protein 2 	25	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.02	-0.04	0.43	2007, 2009, 2011
Arpp19	ENSMUST00000169492.2	cAMP-regulated phosphoprotein 19 	16301	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.02	-0.48	0.94	2007, 2009, 2011
Klhl29	ENSMUST00000020958.8	kelch-like 29 	112	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.02	-0.20	< 0.1	
